order,symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
1465,AT1G19396,AT1G19394;AT1G19397,1:6709778-6711788,6709778,6711788,2011,707,0.571511442897159,3.03989323532836e-08,1.17752259142721e-07
1466,AT1G19397,AT1G19396,1:6710961-6711787,6710961,6711787,827,747,0.582168130835307,3.51540164090705e-08,1.3515623703682e-07
1467,AT1G19400,-,1:6712038-6714252,6712038,6714252,2215,1672,0.666844955580763,5.13317191206089e-05,0.0001371516855625
1468,AT1G19430,-,1:6724573-6728040,6724573,6728040,3468,2778,-0.0033741595172678,1.0,1.0
1469,AT1G19440,-,1:6728984-6730931,6728984,6730931,1948,1948,-0.370311321190036,0.0003101254776891,0.0007422701584086
1470,AT1G19450,-,1:6731434-6734882,6731434,6734882,3449,1953,1.19857400395733,9.6859871227552e-05,0.000248934159636
1471,AT1G19480,-,1:6744353-6746408,6744353,6746408,2056,2056,0.362875873076938,0.146618525570939,0.20687158455172
1472,AT1G19485,-,1:6746778-6751507,6746778,6751507,4730,2633,-1.48060832938123,7.957091532521891e-19,6.8584661742247694e-18
1473,AT1G19490,-,1:6751673-6753999,6751673,6753999,2327,1736,1.03061397253789,1.70387918821423e-22,1.78724412476753e-21
1474,AT1G19510,-,1:6756284-6757377,6756284,6757377,1094,589,0.33773179992777,3.85189217944031e-05,0.0001046141459969
1475,AT1G19520,-,1:6759965-6762778,6759965,6762778,2814,2539,1.6092205172307,9.46924651963758e-12,5.0101462206780093e-11
1476,AT1G19530,-,1:6763915-6764971,6763915,6764971,1057,700,0.37671866423554,0.005150125307375,0.0100925930395529
1477,AT1G19540,-,1:6765667-6767341,6765667,6767341,1675,1073,-1.85799799706189,8.17815950344741e-51,3.06120381735896e-49
1478,AT1G19550,-,1:6767451-6767983,6767451,6767983,533,462,0.148195464853165,0.051017774322563,0.0812416157537271
1479,AT1G19570,-,1:6773302-6774528,6773302,6774528,1227,917,-0.046104713085637,0.85291391487148,0.901109642263922
1480,AT1G19580,-,1:6774760-6777456,6774760,6777456,2697,1451,-0.35656835827849,0.0001778207176701,0.0004410714020391
1481,AT1G19600,-,1:6778988-6781173,6778988,6781173,2186,1440,1.00728702291352,1.71064900258547e-08,6.79792580950383e-08
1482,AT1G19610,-,1:6781483-6782039,6781483,6782039,557,443,0.440119718618654,0.0003670798366673,0.0008684001334819
1483,AT1G19620,-,1:6784020-6785075,6784020,6785075,1056,954,0.719410884406612,4.24605729808307e-12,2.3036908181242097e-11
1484,AT1G19640,-,1:6788885-6791846,6788885,6791846,2962,1589,0.337785225704772,0.0034219485440007,0.006891408685098
1485,AT1G19650,-,1:6796202-6799764,6796202,6799764,3563,2428,0.199841949169111,0.0432816319549658,0.0702050304801586
1486,AT1G19660,-,1:6799981-6802685,6799981,6802685,2705,1490,-0.203537838041525,0.0391946746061636,0.0642891005157729
1487,AT1G19670,-,1:6803611-6805044,6803611,6805044,1434,1281,0.394196502311598,9.54011962367042e-08,3.53536648568992e-07
1488,AT1G19680,-,1:6805457-6807862,6805457,6807862,2406,1805,0.54996286768754,1.15942238897301e-05,3.35345631308193e-05
1489,AT1G19690,-,1:6807715-6809569,6807715,6809569,1855,1276,0.532432994282999,0.211875804928251,0.285422013807714
1490,AT1G19700,-,1:6809724-6812663,6809724,6812663,2940,2375,0.301907049403522,0.0620168593521816,0.0966592520762763
1491,AT1G19710,-,1:6814793-6816876,6814793,6816876,2084,1727,-0.280030516274886,7.75840570370663e-05,0.0002024775938923
1492,AT1G19715,-,1:6816702-6819542,6816702,6819542,2841,2246,-0.364201404488997,0.0350553536989453,0.0582040508651957
1493,AT1G19720,-,1:6819564-6822711,6819564,6822711,3148,3069,0.0763731555446668,0.339117659556492,0.425985011321098
1494,AT1G19730,-,1:6822864-6824071,6822864,6824071,1208,710,1.09859895431928,1.67150294285385e-12,9.32485686208669e-12
1495,AT1G19740,-,1:6824322-6825459,6824322,6825459,1138,1138,0.105507355484371,0.316064902456854,0.401207505744151
1496,AT1G19770,-,1:6832347-6833837,6832347,6833837,1491,1396,0.750886021615237,0.0002896228396782,0.0006962498564632
1497,AT1G19800,-,1:6846369-6848103,6846369,6848103,1735,1474,0.61937066089762,5.4156275379538594e-12,2.9177754169951e-11
1498,AT1G19835,-,1:6855952-6860443,6855952,6860443,4492,3504,2.69411300709844,8.31429545697003e-07,2.75894923063638e-06
1499,AT1G19840,-,1:6872794-6873255,6872794,6873255,462,462,0.284043428135755,0.0009399082150825,0.002079401325217
1500,AT1G19850,-,1:6886879-6891374,6886879,6891374,4496,3375,-0.262059338584408,0.279594289827867,0.362016011224226
1501,AT1G19860,-,1:6891429-6894736,6891429,6894736,3308,1803,0.930195224075364,3.89868039813393e-11,1.95841180388946e-10
1502,AT1G19870,-,1:6895015-6898725,6895015,6898725,3711,2956,0.264079617713262,0.0074057520571858,0.0140948429209341
1503,AT1G19880,-,1:6900415-6904069,6900415,6904069,3655,2101,-0.648257347563668,2.52216428648395e-11,1.2899862849273001e-10
1504,AT1G19910,-,1:6913229-6914594,6913229,6914594,1366,858,0.909845285943303,0.014909982151735,0.0267406036156407
1505,AT1G19920,-,1:6914613-6916805,6914613,6916805,2193,1801,0.0674579123426579,0.630213677559062,0.709748698895445
1506,AT1G19940,-,1:6918191-6920377,6918191,6920377,2187,1789,3.05787996224968,0.500477613033211,0.589585492612602
1507,AT1G19950,-,1:6924184-6926724,6924184,6926724,2541,1353,-0.125512296808564,0.181606226410769,0.249349297407361
1508,AT1G19960,-,1:6928039-6928463,6928039,6928463,425,425,1.4170357576416,0.0008457841743565,0.0018864523043133
1509,AT1G19970,-,1:6931012-6932689,6931012,6932689,1678,1093,-0.180513454750588,0.0412561740103493,0.0673195752044424
1510,AT1G19980,-,1:6933016-6935002,6933016,6935002,1987,1534,-0.335357028397259,0.0491255884818082,0.078667041206939
1511,AT1G19990,-,1:6935218-6936693,6935218,6936693,1476,893,1.19494581545535,4.44867773141325e-26,5.6339802702195305e-25
1512,AT1G20010,-,1:6937795-6940582,6937795,6940582,2788,1689,0.434407710540522,0.298251641944959,0.382307372573192
1513,AT1G20020,-,1:6942717-6945018,6942717,6945018,2302,1397,0.206379808479523,0.0707064475637589,0.108616242385301
1514,AT1G20030,-,1:6945425-6947344,6945425,6947344,1920,1652,0.561717138065782,0.0017583646868627,0.0037143928520073
1515,AT1G20050,-,1:6949043-6950319,6949043,6950319,1277,973,0.0,1.0,1.0
1516,AT1G20070,-,1:6958010-6959123,6958010,6959123,1114,1114,0.183777542595622,0.055348509314951,0.0873587030469591
1517,AT1G20090,-,1:6966922-6968933,6966922,6968933,2012,1219,-0.772576429032207,1.96272949614181e-24,2.2976062941594502e-23
1518,AT1G20100,-,1:6969107-6970956,6969107,6970956,1850,1322,-1.27905603437412,4.90204160221844e-09,2.06281288274677e-08
1519,AT1G20110,-,1:6971485-6974835,6971485,6974835,3351,2132,0.200388689422629,0.760171754855967,0.824522334559554
1520,AT1G20140,-,1:6986358-6987270,6986358,6987270,913,755,1.39105203763399,2.57383793330161e-16,1.8717538217656803e-15
1521,AT1G20160,-,1:6990784-6993972,6990784,6993972,3189,2490,-0.764183767113736,4.87126826275057e-17,3.73718870108377e-16
1522,AT1G20190,-,1:6998489-6999817,6998489,6999817,1329,1139,0.226407938913289,0.246447752771613,0.32510650688914
1523,AT1G20200,-,1:7001201-7004418,7001201,7004418,3218,1804,1.09252307145219,0.0001109820980432,0.0002828017612231
1524,AT1G20220,-,1:7004879-7007651,7004879,7007651,2773,1387,0.236401991774159,0.1303408186637,0.187009863934332
1525,AT1G20225,-,1:7007756-7009333,7007756,7009333,1578,927,0.462419292147469,0.025453328213212,0.0435264337852532
1526,AT1G20260,-,1:7016693-7020590,7016693,7020590,3898,1919,0.440026040822585,0.002228621560994,0.0046256666183807
1527,AT1G20270,-,1:7020749-7023067,7020749,7023067,2319,1339,0.0774400034135371,0.601675125671248,0.684437251590736
1528,AT1G20300,-,1:7029629-7031535,7029629,7031535,1907,1907,-0.68576611373012,6.46068933148746e-06,1.92751338789002e-05
1529,AT1G20330,-,1:7038688-7040159,7038688,7040159,1472,1472,0.292464003190268,0.0062096219280421,0.0119929096760669
1530,AT1G20340,-,1:7042429-7043363,7042429,7043363,935,935,0.382374985584022,0.0263040702219041,0.0448202430010895
1531,AT1G20370,-,1:7051577-7053641,7051577,7053641,2065,1972,-3.29357712490896,0.502821461205099,0.591394040994799
1532,AT1G20380,-,1:7061665-7065178,7061665,7065178,3514,2327,-0.0331646723786194,0.834394042088759,0.885929302608939
1533,AT1G20390,-,1:7065494-7071561,7065494,7071561,6068,6068,0.016861694798967,0.871462907258136,0.916326688347655
1534,AT1G20410,-,1:7078898-7082547,7078898,7082547,3650,1709,0.344480376377768,0.0003377188474081,0.0008044762793149
1535,AT1G20430,-,1:7083196-7083835,7083196,7083835,640,640,-0.130638297982233,0.383407852288363,0.472854403187575
1536,AT1G20440,-,1:7084409-7085772,7084409,7085772,1364,1219,0.241336567042638,0.015263146306566,0.0273212084774108
1537,AT1G20450,-,1:7088003-7089606,7088003,7089606,1604,1524,-0.064634123468002,0.482742688406628,0.572547417458871
1538,AT1G20460,-,1:7091361-7092993,7091361,7092993,1633,465,0.945753127703198,9.54089365852284e-06,2.78559886246478e-05
1539,AT1G20470,-,1:7094260-7094869,7094260,7094869,610,610,0.115386766782997,0.303824834794103,0.388038980409364
1540,AT1G20490,-,1:7097293-7099695,7097293,7099695,2403,1856,0.363577208720629,0.508043719420847,0.596304191096691
1541,AT1G20510,-,1:7103454-7105881,7103454,7105881,2428,1932,-0.326639013278636,0.0239086666130269,0.0411083815833911
1542,AT1G20540,-,1:7112611-7115362,7112611,7115362,2752,1268,0.723106964348364,1.1406451994854501e-09,5.089454163337411e-09
1543,AT1G20550,-,1:7115241-7118161,7115241,7118161,2921,2164,0.763940502371144,1.46244280489291e-12,8.19550652449193e-12
1544,AT1G20560,-,1:7119676-7121817,7119676,7121817,2142,2009,0.269962659936948,0.610580707807823,0.692192796065216
1545,AT1G20575,-,1:7126772-7128745,7126772,7128745,1974,1024,0.171733114208562,0.0457016363937077,0.0737374277644544
1546,AT1G20580,-,1:7128884-7130642,7128884,7130642,1759,762,0.149778006219166,0.586660682330528,0.670397133510715
1547,AT1G20590,-,1:7131166-7132183,7131166,7132183,1018,600,-0.0475140375363959,0.731160501925081,0.799924919195112
1548,AT1G20610,-,1:7134790-7137781,7134790,7137781,2992,1833,0.951564018029775,5.31768816012051e-08,2.00789502503147e-07
1549,AT1G20620,-,1:7143067-7146540,7143067,7146540,3474,2088,-1.40943286175808,6.8891607409006e-47,2.21287471134188e-45
1550,AT1G20630,-,1:7146636-7149977,7146636,7149977,3342,2023,-0.189380836890702,0.121790343177486,0.176116481924855
1551,AT1G20640,-,1:7154410-7158218,7154410,7158218,3809,3208,2.48834763999352,2.41436031072877e-96,5.40060403963739e-94
1552,AT1G20650,-,1:7158244-7160526,7158244,7160526,2283,1828,-0.0171295635055714,0.850837200336309,0.899529836651894
1553,AT1G20670,-,1:7164190-7168021,7164190,7168021,3832,2394,-0.208688706726612,0.0206039579608379,0.0359219723449072
1554,AT1G20690,-,1:7174438-7176377,7174438,7176377,1940,1940,-0.734461780501747,0.0946020921979798,0.140961672852945
1555,AT1G20691,-,1:7174584-7176453,7174584,7176453,1870,1870,0.607556397244258,0.0021631460475834,0.0045013415735746
1556,AT1G20693,-,1:7176775-7178820,7176775,7178820,2046,954,0.351133600160631,0.0003584180071407,0.0008505098057994
1557,AT1G20696,-,1:7179452-7181499,7179452,7181499,2048,943,-0.437232297339081,0.0090442394297384,0.0169047970655918
1558,AT1G20760,-,1:7209369-7214993,7209369,7214993,5625,3426,-0.892864497013324,0.0043571159485084,0.0086323993917413
1559,AT1G20770,-,1:7215015-7216741,7215015,7216741,1727,1071,0.239625239323849,0.0356403686956035,0.059043373356168
1560,AT1G20780,-,1:7217128-7220784,7217128,7220784,3657,2877,-0.344363781789209,0.0758970662710204,0.115842233836548
1561,AT1G20810,-,1:7232006-7233566,7232006,7233566,1561,917,0.0,1.0,1.0
1562,AT1G20816,-,1:7233768-7235128,7233768,7235128,1361,737,2.76521450684971,8.3834517313332e-80,1.01730173100609e-77
1563,AT1G20823,-,1:7238800-7239669,7238800,7239669,870,870,0.788713148906165,1.07072399316286e-07,3.93722750189378e-07
1564,AT1G20830,-,1:7242920-7244904,7242920,7244904,1985,1231,0.0037172858771783,1.0,1.0
1565,AT1G20840,-,1:7244939-7248143,7244939,7248143,3205,2499,0.318731508762621,0.574248046538502,0.658360456467446
1566,AT1G20850,-,1:7252174-7253731,7252174,7253731,1558,1299,-0.466155190823277,1.97680644382634e-08,7.79719320927978e-08
1567,AT1G20870,-,1:7259102-7260775,7259102,7260775,1674,1577,0.834491349277228,4.14109340472471e-15,2.78160420231979e-14
1568,AT1G20880,-,1:7262043-7265438,7262043,7265438,3396,2091,1.44624124991596,1.93566337841251e-50,7.158869777610879e-49
1569,AT1G20890,-,1:7265823-7267323,7265823,7267323,1501,978,1.03861004245803,6.181827385684321e-31,9.945563885841859e-30
1570,AT1G20900,-,1:7272556-7274072,7272556,7274072,1517,1517,0.842899216885295,2.0805325987996e-08,8.1958769847896e-08
1571,AT1G20910,-,1:7276943-7281138,7276943,7281138,4196,1638,-0.639859612251416,1.08135528288677e-10,5.26112216511422e-10
1572,AT1G20920,-,1:7285059-7289778,7285059,7289778,4720,4564,-0.666624530666612,1.56948698609706e-16,1.1646321096673902e-15
1573,AT1G20930,-,1:7292568-7294746,7292568,7294746,2179,1214,-0.314922749556242,0.0199971431420344,0.0349723963427855
1574,AT1G20950,-,1:7297239-7301415,7297239,7301415,4177,2152,0.962185209548508,6.925711067790321e-23,7.45839626940807e-22
1575,AT1G20960,-,1:7301748-7310250,7301748,7310250,8503,7013,0.146692942002468,0.114948964800381,0.167318109014808
1576,AT1G20970,-,1:7313946-7319574,7313946,7319574,5629,4673,1.01525578509604,7.04171056007636e-07,2.35137406939528e-06
1577,AT1G20980,-,1:7324588-7329385,7324588,7329385,4798,4014,-0.0058521034002481,0.955441525433041,0.98473594481081
1578,AT1G20990,-,1:7330524-7331946,7330524,7331946,1423,960,1.53034093193354,3.92482237358061e-06,1.20729746714359e-05
1579,AT1G21000,-,1:7337728-7339452,7337728,7339452,1725,1300,0.706121473404996,5.55618081842583e-17,4.2433588266102003e-16
1580,AT1G21010,-,1:7346156-7346973,7346156,7346973,818,818,0.0181689234301883,0.886902775655184,0.929626277927171
1581,AT1G21050,-,1:7366775-7367678,7366775,7367678,904,904,-0.507717716062533,8.97976381839465e-05,0.0002319271579938
1582,AT1G21060,-,1:7371666-7374110,7371666,7374110,2445,1676,0.170615088012005,0.190933821007316,0.260518653694557
1583,AT1G21065,-,1:7374210-7375789,7374210,7375789,1580,799,1.37511217115826,3.5374095121535197e-12,1.9287972100629098e-11
1584,AT1G21070,-,1:7375869-7378147,7375869,7378147,2279,1663,-1.10930096503977,1.34921805404527e-14,8.725037405574531e-14
1585,AT1G21080,-,1:7378538-7382661,7378538,7382661,4124,2018,-0.111642769534932,0.450878279196943,0.54072773926558
1586,AT1G21090,-,1:7384629-7386558,7384629,7386558,1930,1313,0.923015059719114,9.1485001034129e-11,4.47211829699747e-10
1587,AT1G21100,-,1:7386839-7388428,7386839,7388428,1590,1384,0.221434360138686,0.172837460228184,0.238881879445877
1588,AT1G21110,-,1:7389981-7391553,7389981,7391553,1573,1385,0.0389352100796686,0.567360067894286,0.651993502136996
1589,AT1G21120,-,1:7395228-7396773,7395228,7396773,1546,1358,0.388641769491981,0.0002191905983769,0.0005365184771874
1590,AT1G21130,-,1:7399062-7400605,7399062,7400605,1544,1453,0.260764500627327,0.0235959788630198,0.0406008288758874
1591,AT1G21150,-,1:7406296-7407764,7406296,7407764,1469,1469,-2.44914808220411,5.9357947732599596e-96,1.29651724423935e-93
1592,AT1G21160,-,1:7407955-7412857,7407955,7412857,4903,3724,-0.981665823508246,5.86682424609167e-14,3.63078196509793e-13
1593,AT1G21170,-,1:7413050-7419643,7413050,7419643,6594,3505,-1.73585156615974,2.82670057981602e-31,4.6319967312325e-30
1594,AT1G21190,-,1:7419678-7420903,7419678,7420903,1226,652,-0.0064517793998377,0.977567727117182,1.0
1595,AT1G21200,-,1:7421217-7423143,7421217,7423143,1927,1736,-0.261593557167147,0.0103503529028419,0.0191418121321011
1596,AT1G21250,-,1:7439266-7442113,7439266,7442113,2848,2675,1.27725066252177,3.50123458487804e-39,8.24922859173168e-38
1597,AT1G21260,-,1:7442218-7442979,7442218,7442979,762,762,0.394857179690195,0.137119035844257,0.195181478148009
1598,AT1G21270,-,1:7444931-7447549,7444931,7447549,2619,2469,-0.228611422278973,0.196853125263723,0.267631453108251
1599,AT1G21280,-,1:7447490-7448463,7447490,7448463,974,974,0.581416794930928,3.06651773088777e-05,8.43951500024643e-05
1600,AT1G21310,-,1:7453236-7455009,7453236,7455009,1774,1663,-0.365136371313529,0.0102775625456939,0.0190147709241009
1601,AT1G21326,-,1:7469002-7469721,7469002,7469721,720,720,-0.492882177754575,1.56831704978189e-06,5.04983946344963e-06
1602,AT1G21350,-,1:7476942-7479042,7476942,7479042,2101,1114,0.748322840850709,0.0002955188825095,0.000709872373227
1603,AT1G21360,-,1:7481252-7483507,7481252,7483507,2256,1055,-0.352737516795619,0.143410933464601,0.202908656508443
1604,AT1G21370,-,1:7483781-7485666,7483781,7485666,1886,1713,0.415075381189387,1.04915593378683e-06,3.4365965184697e-06
1605,AT1G21380,-,1:7485636-7488713,7485636,7488713,3078,1956,-0.059408234268733,0.709999939495683,0.781332397408384
1606,AT1G21390,-,1:7489151-7490737,7489151,7490737,1587,1164,-0.44351964146674,3.04308200822102e-08,1.17851190164021e-07
1607,AT1G21400,-,1:7493426-7496710,7493426,7496710,3285,1955,-0.0319411781226428,0.738360720898997,0.80607843708264
1608,AT1G21410,-,1:7497141-7499579,7497141,7499579,2439,1408,-0.269011017125561,0.0059805252097828,0.0115841868591371
1609,AT1G21440,-,1:7502159-7504175,7502159,7504175,2017,1249,-1.30557922397028,3.61603140237475e-36,7.39374879036229e-35
1610,AT1G21450,-,1:7508969-7511801,7508969,7511801,2833,2298,-0.0100520525984952,0.939507066692013,0.971802785681872
1611,AT1G21460,-,1:7511850-7513361,7511850,7513361,1512,1004,0.104294299710588,0.300340520897537,0.384560145585081
1612,AT1G21480,-,1:7518946-7521504,7518946,7521504,2559,1737,0.250602348092622,0.0098592939329385,0.0183047651158937
1613,AT1G21500,-,1:7529882-7531025,7529882,7531025,1144,617,-0.665195228228773,1.48988282710861e-11,7.726582281591749e-11
1614,AT1G21510,-,1:7531312-7532629,7531312,7532629,1318,1318,-0.492973595247525,0.0113863879418145,0.020909958311348
1615,AT1G21520,-,1:7534154-7534789,7534154,7534789,636,636,0.0744130455311798,0.233274407005901,0.310130514892342
1616,AT1G21540,-,1:7548614-7550565,7548614,7550565,1952,1841,-1.81455288464695,1.83665800248362e-08,7.26601160752418e-08
1617,AT1G21560,-,1:7554784-7557056,7554784,7557056,2273,1716,0.544820392667329,6.6817806776852e-14,4.12550515669782e-13
1618,AT1G21580,-,1:7557262-7565803,7557262,7565803,8542,7209,0.632463011544546,7.31003611842796e-12,3.89882592860481e-11
1619,AT1G21590,-,1:7566232-7569902,7566232,7569902,3671,2860,-0.41378923926692,1.83490848501488e-05,5.19233515207838e-05
1620,AT1G21600,-,1:7570886-7573846,7570886,7573846,2961,1516,1.40745449483956,3.14559840705023e-11,1.59348376603805e-10
1621,AT1G21610,-,1:7573922-7578956,7573922,7578956,5035,2553,-0.185116077288141,0.1055169220882,0.155231947344654
1622,AT1G21630,-,1:7581084-7588151,7581084,7588151,7068,4475,-1.07842249056827,3.49725780451939e-20,3.23518128543633e-19
1623,AT1G21640,-,1:7588414-7592890,7588414,7592890,4477,3533,0.271162233894026,0.221920678036471,0.297271234374107
1624,AT1G21650,AT1G21651,1:7592664-7604229,7592664,7604229,11566,5957,0.302690180094095,0.083633587754778,0.126300731271775
1625,AT1G21651,AT1G21650,1:7600805-7604215,7600805,7604215,3411,2755,1.06830465908399,4.06983667962051e-09,1.7251275752017e-08
1626,AT1G21660,-,1:7605699-7609065,7605699,7609065,3367,2027,-0.410464705294915,7.24522230083439e-05,0.0001897782128065
1627,AT1G21670,-,1:7610398-7612682,7610398,7612682,2285,2285,0.296103665485477,0.0001461915315377,0.0003662382909903
1628,AT1G21680,-,1:7613005-7615339,7613005,7615339,2335,2335,-0.39894840511653,0.42469214752473,0.514743074222753
1629,AT1G21690,-,1:7615614-7618605,7615614,7618605,2992,1324,-1.80538325634442,0.0001237343434377,0.0003131904322107
1630,AT1G21700,-,1:7620001-7624136,7620001,7624136,4136,2737,0.484028086955686,7.67910931294344e-05,0.0002005208769396
1631,AT1G21710,-,1:7624396-7626116,7624396,7626116,1721,1388,0.637425195335405,9.45840382658814e-08,3.50578409751318e-07
1632,AT1G21720,-,1:7626283-7628262,7626283,7628262,1980,918,-0.286526835986646,0.0001045993065304,0.0002675286850868
1633,AT1G21730,-,1:7630107-7636594,7630107,7636594,6488,3278,0.948783841695592,3.88966118613321e-18,3.19537387529864e-17
1634,AT1G21740,-,1:7641580-7645078,7641580,7645078,3499,2862,3.39745257012273,1.93991336011703e-115,8.37591428928667e-113
1635,AT1G21750,-,1:7645700-7648841,7645700,7648841,3142,1900,1.78711367160886,1.58128493603676e-13,9.47954023973475e-13
1636,AT1G21760,-,1:7649194-7651816,7649194,7651816,2623,1320,-2.13066028396415,7.807056353556299e-31,1.25277275937879e-29
1637,AT1G21770,-,1:7651646-7652288,7651646,7652288,643,572,-0.0002786943533022,1.0,1.0
1638,AT1G21780,-,1:7651882-7654014,7651882,7654014,2133,1723,-0.129942633958628,0.106938270047498,0.157074044438438
1639,AT1G21790,-,1:7654184-7655883,7654184,7655883,1700,1232,-0.620278384610781,0.0004297621986785,0.0010057941485776
1640,AT1G21810,-,1:7656399-7658634,7656399,7658634,2236,2066,0.162602397214724,0.0372765499829109,0.0614960393622467
1641,AT1G21830,-,1:7661118-7662608,7661118,7662608,1491,1019,-4.08319785306115,1.53302086608359e-44,4.49637684039619e-43
1642,AT1G21840,-,1:7666460-7667758,7666460,7667758,1299,1299,-0.0725498998584201,0.44989139630884,0.539753387002903
1643,AT1G21870,-,1:7678208-7679697,7678208,7679697,1490,1026,0.217464248906107,0.179341618559735,0.24669604283767
1644,AT1G21880,-,1:7680481-7682641,7680481,7682641,2161,1714,0.705392166337208,5.14340867630848e-10,2.35784013541588e-09
1645,AT1G21900,-,1:7690802-7692438,7690802,7692438,1637,1125,1.92367127317795,1.28658795124721e-71,1.1110135768770099e-69
1646,AT1G21910,-,1:7696536-7697699,7696536,7697699,1164,1164,1.11466269077587,0.0327575283871099,0.0546921107945219
1647,AT1G21920,-,1:7704255-7706140,7704255,7706140,1886,1727,0.0549636463559114,0.827992554997063,0.880845162507189
1648,AT1G21930,-,1:7712898-7714443,7712898,7714443,1546,532,0.0175193200732011,0.947955681335411,0.978361508681596
1649,AT1G21980,-,1:7734739-7738661,7734739,7738661,3923,2925,0.240440035520736,0.0157313857960133,0.0280673562068791
1650,AT1G22020,-,1:7754321-7757383,7754321,7757383,3063,2374,-1.82668365819684,9.28490582833157e-26,1.16083206470575e-24
1651,AT1G22030,-,1:7759164-7760556,7759164,7760556,1393,1316,0.61318717648236,1.25836160807206e-05,3.62775490923383e-05
1652,AT1G22040,-,1:7767924-7770055,7767924,7770055,2132,1838,-0.44082638878907,0.279427650120857,0.361850718570401
1653,AT1G22050,-,1:7771670-7773154,7771670,7773154,1485,898,-0.338155574847765,0.0007966693266799,0.0017831178684919
1654,AT1G22060,-,1:7773063-7781499,7773063,7781499,8437,6614,0.198739158253723,0.005726007511287,0.0111260131297284
1655,AT1G22065,-,1:7785776-7786391,7785776,7786391,616,616,0.278545706333185,0.0543346985224864,0.0859338966495002
1656,AT1G22070,-,1:7789348-7792114,7789348,7792114,2767,1751,0.538276162305671,0.0046431138313029,0.0091565221374188
1657,AT1G22110,-,1:7800507-7802562,7800507,7802562,2056,2056,-0.966340339259653,4.59454696093268e-10,2.1182607121101602e-09
1658,AT1G22140,-,1:7814763-7815631,7814763,7815631,869,668,-1.78063458390967,7.644962919337501e-21,7.31253897786811e-20
1659,AT1G22150,-,1:7818361-7821344,7818361,7821344,2984,1971,1.94829995353749,4.04462872471412e-28,5.62491212756872e-27
1660,AT1G22160,-,1:7823149-7823971,7823149,7823971,823,730,-0.711431710422354,0.0009870195784299,0.0021762143927047
1661,AT1G22170,-,1:7826289-7828326,7826289,7828326,2038,1392,0.0425934327764159,0.627838333001686,0.70803902633234
1662,AT1G22180,-,1:7828326-7830392,7828326,7830392,2067,1814,-0.337198262176813,0.0635922150797695,0.0988904485443504
1663,AT1G22190,-,1:7835782-7837288,7835782,7837288,1507,1507,5.3703056239781,0.0024584765288911,0.0050659350982679
1664,AT1G22200,-,1:7837591-7840788,7837591,7840788,3198,1617,0.136762347073752,0.116983165731981,0.169866217345531
1665,AT1G22230,-,1:7849861-7851122,7849861,7851122,1262,1262,0.51518295099816,0.109772048026204,0.160689729847395
1666,AT1G22250,-,1:7858864-7859766,7858864,7859766,903,818,0.0681247290651213,0.332750539749466,0.419291877357716
1667,AT1G22270,-,1:7865481-7866139,7865481,7866139,659,659,0.895171319963963,9.92885052642004e-10,4.45263378921532e-09
1668,AT1G22280,-,1:7873867-7875878,7873867,7875878,2012,1626,0.394698030547593,0.0001165662787512,0.0002959626150987
1669,AT1G22300,-,1:7878769-7881219,7878769,7881219,2451,1631,0.941694773030022,4.19584086752475e-24,4.7997524058203704e-23
1670,AT1G22310,-,1:7881537-7883742,7881537,7883742,2206,1850,2.63624218100997,2.28033606981537e-07,8.0702858315273e-07
1671,AT1G22330,-,1:7886542-7889534,7886542,7889534,2993,1320,0.913968332127199,0.0109336684984359,0.0201363445433947
1672,AT1G22350,-,1:7892878-7894498,7892878,7894498,1621,1621,0.0297066509097796,0.785111764872468,0.845031608646879
1673,AT1G22360,-,1:7894858-7897591,7894858,7897591,2734,1720,-0.264204083721819,0.120263606741241,0.174125721185205
1674,AT1G22370,-,1:7898013-7899879,7898013,7899879,1867,1766,0.277228075636772,0.008940479507412,0.0167310697041238
1675,AT1G22400,-,1:7903660-7906673,7903660,7906673,3014,1727,0.153092785748802,0.51282304925967,0.60088814973525
1676,AT1G22403,-,1:7908568-7909708,7908568,7909708,1141,1141,1.40668458082546,2.35996191397327e-05,6.58674878154355e-05
1677,AT1G22410,-,1:7912046-7915003,7912046,7915003,2958,1919,0.949849300746674,1.8490797770794902e-10,8.83670402180059e-10
1678,AT1G22430,-,1:7919144-7921832,7919144,7921832,2689,1501,-0.212422671368567,1.0,1.0
1679,AT1G22440,-,1:7922428-7924944,7922428,7924944,2517,1478,0.929547090289389,0.0003017211035174,0.0007240214563661
1680,AT1G22450,-,1:7925121-7927278,7925121,7927278,2158,1262,0.775525358383135,0.142752550450931,0.202146583149416
1681,AT1G22470,-,1:7932854-7933390,7932854,7933390,537,537,-0.0457128688765149,0.916843266914278,0.953619725127758
1682,AT1G22500,-,1:7949476-7950900,7949476,7950900,1425,1425,0.720947571495771,0.105846661336467,0.155655375395869
1683,AT1G22510,-,1:7950818-7952832,7950818,7952832,2015,1036,-1.03713808394098,6.23604520818394e-40,1.50753144967634e-38
1684,AT1G22520,-,1:7952996-7954418,7952996,7954418,1423,761,0.472892166391292,2.91161436898774e-06,9.08521552514727e-06
1685,AT1G22530,-,1:7955493-7958442,7955493,7958442,2950,2448,-0.427704978510012,0.0006738884679918,0.0015276450911765
